Strain,Genotype,Medium,Dilution,Measurement_Type,Time,Measurement_ID,Original_ID,Value,Original_Value,Unit,Original_Unit,Error,Original_Error,Source
BW25113,dtktB,GLC,0.2,flux,SS,RPE,RPE,0.0891,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,RPI,RPI,0.297,10,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,SUCDi,SUCDi,2.4948,84,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,TALA,TALA,0.0891,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,TKT1,TKT1,0.0891,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,TKT2,TKT2,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,TPI,TPI,2.6136,88,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,EDA,EDA,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,EX_E4P(e),EX_E4P(e),0.0891,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,EX_OAA(e),EX_OAA(e),0.3861,13,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,EX_ACCOA(e),EX_ACCOA(e),0.8316,28,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,PGMT,PGMT,0.0594,2,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,R5PP,R5PP,0.2079,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,EX_3PG(e),EX_3PG(e),0.297,10,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,EX_F6P(e),EX_F6P(e),0.0297,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,EX_G3P(e),EX_G3P(e),0.0297,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,EX_PEP(e),EX_PEP(e),0.1188,4,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,UP_FOR,UP_FOR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,UP_PYR,UP_PYR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtktB,GLC,0.2,flux,SS,UP_AC,UP_AC,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,ACALD,ACALD,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,ACONTa,ACONTa,2.408,86,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,AKGDH,AKGDH,2.1,75,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,CS,CS,2.408,86,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,EX_akg(e),EX_akg(e),0.252,9,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,EX_co2(e),EX_co2(e),7.504,268,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,EX_pyr(e),EX_pyr(e),0.616,22,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,FBA,FBA,2.436,87,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,FUM,FUM,2.156,77,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,G6PDH2r,G6PDH2r,0.364,13,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,GAPD,GAPD,4.872,174,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,GLCptspp,GLCptspp_ex,2.8,100,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,GND,GND,0.364,13,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,ICDHyr,ICDHyr,2.324,83,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,ICL,ICL,0.056,2,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,LDH_D,LDH_D,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,MALS,MALS,0.056,2,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,MDH,MDH,2.212,79,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,ME1,ME1,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,PDH,PDH,3.276,117,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,PFKA,PFKA,2.436,87,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,PGI,PGI,2.38,85,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,PGM,PGM,4.564,163,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,PPC,PPC,0.56,20,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,PTAr,PTAr,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,PYKF,PYKF,1.092,39,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,RPE,RPE,0.084,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,RPI,RPI,0.28,10,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,SUCDi,SUCDi,2.156,77,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,TALA,TALA,0.084,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,TKT1,TKT1,0.084,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,TKT2,TKT2,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,TPI,TPI,2.436,87,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,EDA,EDA,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,EX_E4P(e),EX_E4P(e),0.084,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,EX_OAA(e),EX_OAA(e),0.392,14,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,EX_ACCOA(e),EX_ACCOA(e),0.812,29,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,PGMT,PGMT,0.056,2,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,R5PP,R5PP,0.196,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,EX_3PG(e),EX_3PG(e),0.308,11,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,EX_F6P(e),EX_F6P(e),0.028,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,EX_G3P(e),EX_G3P(e),0.028,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,EX_PEP(e),EX_PEP(e),0.112,4,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,UP_FOR,UP_FOR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,UP_PYR,UP_PYR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalA,GLC,0.2,flux,SS,UP_AC,UP_AC,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,ACALD,ACALD,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,ACONTa,ACONTa,2.6754,91,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,AKGDH,AKGDH,2.3814,81,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,CS,CS,2.6754,91,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,EX_akg(e),EX_akg(e),0.2352,8,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,EX_co2(e),EX_co2(e),8.3202,283,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,EX_pyr(e),EX_pyr(e),0.6174,21,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,FBA,FBA,2.5872,88,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,FUM,FUM,2.4402,83,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,G6PDH2r,G6PDH2r,0.3822,13,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,GAPD,GAPD,5.145,175,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,GLCptspp,GLCptspp_ex,2.94,100,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,GND,GND,0.3822,13,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,ICDHyr,ICDHyr,2.6166,89,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,ICL,ICL,0.0588,2,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,LDH_D,LDH_D,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,MALS,MALS,0.0588,2,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,MDH,MDH,2.499,85,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,ME1,ME1,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,PDH,PDH,3.5574,121,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,PFKA,PFKA,2.5872,88,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,PGI,PGI,2.5284,86,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,PGM,PGM,4.851,165,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,PPC,PPC,0.588,20,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,PTAr,PTAr,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,PYKF,PYKF,1.2054,41,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,RPE,RPE,0.0882,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,RPI,RPI,0.294,10,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,SUCDi,SUCDi,2.4402,83,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,TALA,TALA,0.0882,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,TKT1,TKT1,0.0882,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,TKT2,TKT2,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,TPI,TPI,2.5872,88,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,EDA,EDA,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,EX_E4P(e),EX_E4P(e),0.0882,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,EX_OAA(e),EX_OAA(e),0.4116,14,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,EX_ACCOA(e),EX_ACCOA(e),0.8232,28,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,PGMT,PGMT,0.0588,2,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,R5PP,R5PP,0.2058,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,EX_3PG(e),EX_3PG(e),0.294,10,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,EX_F6P(e),EX_F6P(e),0.0294,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,EX_G3P(e),EX_G3P(e),0.0294,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,EX_PEP(e),EX_PEP(e),0.1176,4,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,UP_FOR,UP_FOR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,UP_PYR,UP_PYR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dtalB,GLC,0.2,flux,SS,UP_AC,UP_AC,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,ACALD,ACALD,0,0,mmol/h/gDW,% of glc uptake,,0,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,ACONTa,ACONTa,2.4167,84.5,mmol/h/gDW,% of glc uptake,,12.3928743,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,AKGDH,AKGDH,1.6874,59,mmol/h/gDW,% of glc uptake,,22.82542442,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,CS,CS,2.4167,84.5,mmol/h/gDW,% of glc uptake,,12.3928743,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,EX_akg(e),EX_akg(e),0.2431,8.5,mmol/h/gDW,% of glc uptake,,0.9574271078,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,EX_co2(e),EX_co2(e),7.6648,268,mmol/h/gDW,% of glc uptake,,28.29605391,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,EX_pyr(e),EX_pyr(e),0.6149,21.5,mmol/h/gDW,% of glc uptake,,1.707825128,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,FBA,FBA,2.4739,86.5,mmol/h/gDW,% of glc uptake,,4.34932945,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,FUM,FUM,2.1736,76,mmol/h/gDW,% of glc uptake,,13.27905619,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,G6PDH2r,G6PDH2r,0.4576,16,mmol/h/gDW,% of glc uptake,,12.66227994,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,GAPD,GAPD,4.9478,173,mmol/h/gDW,% of glc uptake,,5.830951895,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,GLCptspp,GLCptspp_ex,2.86,100,mmol/h/gDW,% of glc uptake,,0,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,GND,GND,0.4576,16,mmol/h/gDW,% of glc uptake,,12.66227994,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,ICDHyr,ICDHyr,1.9305,67.5,mmol/h/gDW,% of glc uptake,,22.3159136,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,ICL,ICL,0.4719,16.5,mmol/h/gDW,% of glc uptake,,10.62622542,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,LDH_D,LDH_D,0,0,mmol/h/gDW,% of glc uptake,,0,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,MALS,MALS,0.4719,16.5,mmol/h/gDW,% of glc uptake,,10.62622542,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,MDH,MDH,2.4739,86.5,mmol/h/gDW,% of glc uptake,,5.560275773,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,ME1,ME1,0,0,mmol/h/gDW,% of glc uptake,,7,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,PDH,PDH,3.6608,128,mmol/h/gDW,% of glc uptake,,5.446711546,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,PFKA,PFKA,2.4739,86.5,mmol/h/gDW,% of glc uptake,,4.34932945,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,PGI,PGI,2.3595,82.5,mmol/h/gDW,% of glc uptake,,12.35583533,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,PGM,PGM,4.6332,162,mmol/h/gDW,% of glc uptake,,6.557438524,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,PPC,PPC,0.3575,12.5,mmol/h/gDW,% of glc uptake,,7.325753659,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,PTAr,PTAr,0,0,mmol/h/gDW,% of glc uptake,,0,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,PYKF,PYKF,1.3442,47,mmol/h/gDW,% of glc uptake,,1.5,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,RPE,RPE,0.143,5,mmol/h/gDW,% of glc uptake,,8.057087977,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,RPI,RPI,0.3146,11,mmol/h/gDW,% of glc uptake,,4.509249753,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,SUCDi,SUCDi,2.1736,76,mmol/h/gDW,% of glc uptake,,13.27905619,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,TALA,TALA,0.1144,4,mmol/h/gDW,% of glc uptake,,4.272001873,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,TKT1,TKT1,0.1144,4,mmol/h/gDW,% of glc uptake,,4.272001873,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,TKT2,TKT2,0.0286,1,mmol/h/gDW,% of glc uptake,,3.785938897,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,TPI,TPI,2.4739,86.5,mmol/h/gDW,% of glc uptake,,4.34932945,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,EDA,EDA,0,0,mmol/h/gDW,% of glc uptake,,NA,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,EX_E4P(e),EX_E4P(e),0.0858,3,mmol/h/gDW,% of glc uptake,,0,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,EX_OAA(e),EX_OAA(e),0.4004,14,mmol/h/gDW,% of glc uptake,,1.258305739,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,EX_ACCOA(e),EX_ACCOA(e),0.8437,29.5,mmol/h/gDW,% of glc uptake,,2.62995564,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,PGMT,PGMT,0.0572,2,mmol/h/gDW,% of glc uptake,,0.5,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,R5PP,R5PP,0.2002,7,mmol/h/gDW,% of glc uptake,,0.5,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,EX_3PG(e),EX_3PG(e),0.3003,10.5,mmol/h/gDW,% of glc uptake,,0.9574271078,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,EX_F6P(e),EX_F6P(e),0.0286,1,mmol/h/gDW,% of glc uptake,,0,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,EX_G3P(e),EX_G3P(e),0.0286,1,mmol/h/gDW,% of glc uptake,,0,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,EX_PEP(e),EX_PEP(e),0.1144,4,mmol/h/gDW,% of glc uptake,,0.5,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,UP_FOR,UP_FOR,0,0,mmol/h/gDW,% of glc uptake,,0,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,UP_PYR,UP_PYR,0,0,mmol/h/gDW,% of glc uptake,,0,"(Ishii, 2007)"
BW25113,WT,GLC,0.2,flux,SS,UP_AC,UP_AC,0,0,mmol/h/gDW,% of glc uptake,,0,"(Ishii, 2007)"
