Strain,Genotype,Medium,Dilution,Measurement_Type,Time,Measurement_ID,Original_ID,Value,Original_Value,Unit,Original_Unit,Error,Original_Error,Source
BW25113,dpfkB,GLC,0.2,flux,SS,GND,GND,1.3348,47,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,ICDHyr,ICDHyr,1.4484,51,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,ICL,ICL,0.71,25,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,LDH_D,LDH_D,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,MALS,MALS,0.71,25,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,MDH,MDH,2.556,90,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,ME1,ME1,0.0852,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,PDH,PDH,3.692,130,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,PFKA,PFKA,2.1868,77,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,PGI,PGI,1.4768,52,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,PGM,PGM,4.3452,153,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,PPC,PPC,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,PTAr,PTAr,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,PYKF,PYKF,1.3916,49,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,RPE,RPE,0.71,25,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,RPI,RPI,0.5964,21,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,SUCDi,SUCDi,1.9312,68,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,TALA,TALA,0.3976,14,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,TKT1,TKT1,0.3976,14,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,TKT2,TKT2,0.3124,11,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,TPI,TPI,2.1868,77,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,EDA,EDA,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,EX_E4P(e),EX_E4P(e),0.0852,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,EX_OAA(e),EX_OAA(e),0.3976,14,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,EX_ACCOA(e),EX_ACCOA(e),0.8236,29,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,PGMT,PGMT,0.0568,2,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,R5PP,R5PP,0.1988,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,EX_3PG(e),EX_3PG(e),0.3124,11,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,EX_F6P(e),EX_F6P(e),0.0284,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,EX_G3P(e),EX_G3P(e),0.0284,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,EX_PEP(e),EX_PEP(e),0.1136,4,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,UP_FOR,UP_FOR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,UP_PYR,UP_PYR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpfkB,GLC,0.2,flux,SS,UP_AC,UP_AC,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,ACALD,ACALD,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,ACONTa,ACONTa,2.214,82,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,AKGDH,AKGDH,1.161,43,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,CS,CS,2.214,82,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,EX_akg(e),EX_akg(e),0.243,9,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,EX_co2(e),EX_co2(e),6.939,257,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,EX_pyr(e),EX_pyr(e),0.621,23,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,FBA,FBA,2.349,87,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,FUM,FUM,1.971,73,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,G6PDH2r,G6PDH2r,0.378,14,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,GAPD,GAPD,4.671,173,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,GLCptspp,GLCptspp_ex,2.7,100,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,GND,GND,0.378,14,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,ICDHyr,ICDHyr,1.404,52,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,ICL,ICL,0.81,30,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,LDH_D,LDH_D,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,MALS,MALS,0.81,30,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,MDH,MDH,2.565,95,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,ME1,ME1,0.216,8,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,PDH,PDH,3.834,142,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,PFKA,PFKA,2.349,87,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,PGI,PGI,2.295,85,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,PGM,PGM,4.374,162,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,PPC,PPC,0.027,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,PTAr,PTAr,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,PYKF,PYKF,1.539,57,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,RPE,RPE,0.081,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,RPI,RPI,0.297,11,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,SUCDi,SUCDi,1.971,73,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,TALA,TALA,0.081,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,TKT1,TKT1,0.081,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,TKT2,TKT2,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,TPI,TPI,2.349,87,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,EDA,EDA,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,EX_E4P(e),EX_E4P(e),0.081,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,EX_OAA(e),EX_OAA(e),0.405,15,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,EX_ACCOA(e),EX_ACCOA(e),0.81,30,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,PGMT,PGMT,0.054,2,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,R5PP,R5PP,0.189,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,EX_3PG(e),EX_3PG(e),0.297,11,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,EX_F6P(e),EX_F6P(e),0.027,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,EX_G3P(e),EX_G3P(e),0.027,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,EX_PEP(e),EX_PEP(e),0.108,4,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,UP_FOR,UP_FOR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,UP_PYR,UP_PYR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbp,GLC,0.2,flux,SS,UP_AC,UP_AC,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,ACALD,ACALD,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,ACONTa,ACONTa,2.208,80,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,AKGDH,AKGDH,1.6008,58,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,CS,CS,2.208,80,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,EX_akg(e),EX_akg(e),0.2484,9,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,EX_co2(e),EX_co2(e),7.2588,263,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,EX_pyr(e),EX_pyr(e),0.6072,22,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,FBA,FBA,2.2908,83,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,FUM,FUM,1.9596,71,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,G6PDH2r,G6PDH2r,0.69,25,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,GAPD,GAPD,4.6644,169,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,GLCptspp,GLCptspp_ex,2.76,100,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,GND,GND,0.69,25,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,ICDHyr,ICDHyr,1.8492,67,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,ICL,ICL,0.3588,13,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,LDH_D,LDH_D,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,MALS,MALS,0.3588,13,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,MDH,MDH,2.346,85,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,ME1,ME1,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,PDH,PDH,3.3948,123,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,PFKA,PFKA,2.2908,83,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,PGI,PGI,2.0148,73,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,PGM,PGM,4.3884,159,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,PPC,PPC,0.276,10,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,PTAr,PTAr,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,PYKF,PYKF,1.242,45,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,RPE,RPE,0.3036,11,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,RPI,RPI,0.3864,14,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,SUCDi,SUCDi,1.9596,71,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,TALA,TALA,0.1932,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,TKT1,TKT1,0.1932,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,TKT2,TKT2,0.1104,4,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,TPI,TPI,2.2908,83,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,EDA,EDA,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,EX_E4P(e),EX_E4P(e),0.0828,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,EX_OAA(e),EX_OAA(e),0.3864,14,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,EX_ACCOA(e),EX_ACCOA(e),0.828,30,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,PGMT,PGMT,0.0552,2,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,R5PP,R5PP,0.1932,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,EX_3PG(e),EX_3PG(e),0.3036,11,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,EX_F6P(e),EX_F6P(e),0.0276,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,EX_G3P(e),EX_G3P(e),0.0276,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,EX_PEP(e),EX_PEP(e),0.1104,4,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,UP_FOR,UP_FOR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,UP_PYR,UP_PYR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dfbaB,GLC,0.2,flux,SS,UP_AC,UP_AC,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,ACALD,ACALD,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,ACONTa,ACONTa,2.16,80,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,AKGDH,AKGDH,1.728,64,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,CS,CS,2.16,80,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,EX_akg(e),EX_akg(e),0.243,9,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,EX_co2(e),EX_co2(e),6.885,255,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,EX_pyr(e),EX_pyr(e),0.621,23,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,FBA,FBA,2.322,86,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,FUM,FUM,1.944,72,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,G6PDH2r,G6PDH2r,0.432,16,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,GAPD,GAPD,4.644,172,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,GLCptspp,GLCptspp_ex,2.7,100,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,GND,GND,0.432,16,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,ICDHyr,ICDHyr,1.971,73,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,ICL,ICL,0.189,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,LDH_D,LDH_D,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,MALS,MALS,0.189,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,MDH,MDH,2.133,79,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,ME1,ME1,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,PDH,PDH,3.186,118,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,PFKA,PFKA,2.322,86,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,PGI,PGI,2.241,83,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,PGM,PGM,4.347,161,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,PPC,PPC,0.432,16,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,PTAr,PTAr,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,PYKF,PYKF,1.107,41,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,RPE,RPE,0.135,5,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,RPI,RPI,0.297,11,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,SUCDi,SUCDi,1.944,72,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,TALA,TALA,0.108,4,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,TKT1,TKT1,0.108,4,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,TKT2,TKT2,0.027,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,TPI,TPI,2.322,86,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,EDA,EDA,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,EX_E4P(e),EX_E4P(e),0.081,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,EX_OAA(e),EX_OAA(e),0.405,15,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,EX_ACCOA(e),EX_ACCOA(e),0.81,30,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,PGMT,PGMT,0.054,2,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,R5PP,R5PP,0.189,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,EX_3PG(e),EX_3PG(e),0.297,11,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,EX_F6P(e),EX_F6P(e),0.027,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,EX_G3P(e),EX_G3P(e),0.027,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,EX_PEP(e),EX_PEP(e),0.108,4,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,UP_FOR,UP_FOR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,UP_PYR,UP_PYR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmA,GLC,0.2,flux,SS,UP_AC,UP_AC,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,ACALD,ACALD,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,ACONTa,ACONTa,3.4632,104,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgpmB,GLC,0.2,flux,SS,AKGDH,AKGDH,2.9637,89,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
